0.2692,0.0638,0.0305,1.0000
0.2242,0.0456,0.0128,1.0000
0.5298,0.0220,0.0087,1.0000
0.6322,0.0214,0.0274,1.0000
0.5891,0.0246,0.0513,1.0000
0.5978,0.0463,0.0358,1.0000
0.6254,0.0582,0.0678,1.0000
0.6365,0.0365,0.0353,1.0000
0.6385,0.0540,0.0030,1.0000
0.6037,0.0578,0.0717,1.0000
-1.1323,0.0154,-0.0100,1.0000
-1.1499,0.0026,-0.0022,1.0000
-1.1519,0.0169,0.0004,1.0000
-1.1828,-0.0898,0.0003,1.0000
-1.1742,0.0122,-0.0010,1.0000
-1.1156,-0.0074,0.0022,1.0000
-1.1412,-0.0106,-0.0020,1.0000
-1.1334,0.0296,-0.0003,1.0000
-1.2084,0.0299,-0.0062,1.0000
0.6268,0.0835,0.0492,1.0000
0.6283,0.0972,0.0360,1.0000
0.6201,0.0899,0.0238,1.0000
0.6463,0.0772,0.0277,1.0000
0.6269,0.0897,0.0549,1.0000
0.6450,0.0927,0.0152,1.0000
0.6323,0.0961,0.0501,1.0000
0.6621,0.0764,0.0521,1.0000
0.7010,0.0720,0.0335,1.0000
0.7053,0.0710,0.0231,1.0000
0.8628,0.0589,0.0214,1.0000
0.8424,0.0571,0.0242,1.0000
0.8524,0.1147,0.0656,1.0000
0.9246,0.0762,0.0219,1.0000
0.8585,0.0511,0.0128,1.0000
0.8325,0.0783,0.0233,1.0000
0.8019,0.0687,0.0891,1.0000
0.8840,0.0518,0.0301,1.0000
0.8220,0.0764,-0.0075,1.0000
0.7066,0.0819,0.0948,1.0000
0.6485,0.0434,0.0914,1.0000
0.6612,0.0539,0.0296,1.0000
0.6795,0.0403,0.0489,1.0000
0.6983,0.0539,0.0987,1.0000
0.7088,0.0669,0.1014,1.0000
0.7762,0.0617,0.0422,1.0000
0.6649,0.0539,0.0656,1.0000
0.7088,0.0629,0.0371,1.0000
0.7410,0.0397,0.0530,1.0000
0.7253,0.0762,0.0753,1.0000
0.7226,0.0388,0.1105,1.0000
0.9326,0.0649,0.0230,1.0000
0.8728,0.0882,0.0322,1.0000
0.7930,0.0535,0.0239,1.0000
0.7317,0.0654,0.0366,1.0000
0.6799,0.0615,0.0531,1.0000
0.6449,0.0556,0.0573,1.0000
0.6884,0.0845,0.0394,1.0000
0.1703,0.0495,0.0534,1.0000
0.1534,0.0542,0.0709,1.0000
0.0912,0.0478,0.0491,1.0000
0.1845,0.0695,0.0766,1.0000
0.2550,0.0491,0.0340,1.0000
0.2550,0.0491,0.0340,1.0000
0.6389,0.0050,0.0318,1.0000
0.6048,0.0067,0.0319,1.0000
0.5484,0.0141,-0.0036,1.0000
0.5428,-0.0372,0.0300,1.0000
0.6066,0.0143,0.0368,1.0000
0.6044,0.0205,0.0403,1.0000
0.6179,0.0243,0.0248,1.0000
0.5865,-0.0049,0.0362,1.0000
0.6389,0.0050,0.0318,1.0000
0.6048,0.0067,0.0319,1.0000
0.5484,0.0141,-0.0036,1.0000
0.5428,-0.0372,0.0300,1.0000
0.4712,0.0310,0.0871,1.0000
0.6066,0.0143,0.0368,1.0000
0.6044,0.0205,0.0403,1.0000
0.6179,0.0243,0.0248,1.0000
0.5865,-0.0049,0.0362,1.0000
0.3618,0.0688,0.0329,1.0000
0.3632,0.0673,0.0142,1.0000
0.3297,0.0832,0.0548,1.0000
0.4104,0.0657,0.0312,1.0000
0.3672,0.0629,0.0496,1.0000
0.3518,0.0621,0.0435,1.0000
0.3342,0.0702,0.0443,1.0000
0.3948,0.0788,0.0237,1.0000
0.3648,0.0787,0.0587,1.0000
0.3315,0.0842,0.0821,1.0000
0.3994,0.0684,0.0393,1.0000
0.3575,0.0596,0.0609,1.0000
0.3647,0.0590,0.0355,1.0000
0.3824,0.0592,0.0332,1.0000
0.3414,0.0665,0.0606,1.0000
0.3912,-0.0239,0.0495,1.0000
0.1853,0.0602,0.0236,1.0000
0.1251,0.0478,0.0605,1.0000
0.1653,0.0472,0.0448,1.0000
0.1382,0.0468,0.0698,1.0000
0.5041,0.1282,0.1169,1.0000
0.5403,0.1280,0.1020,1.0000
0.4621,0.1318,0.1265,1.0000
0.5041,0.1210,0.1542,1.0000
0.5657,0.1251,0.1225,1.0000
0.5405,0.1153,0.1456,1.0000
0.5434,0.1185,0.1382,1.0000
0.5064,0.1035,0.1097,1.0000
0.5552,0.1343,0.1212,1.0000
0.5315,0.1155,0.1350,1.0000
0.8105,0.0991,0.0139,1.0000
0.7589,0.0855,0.0860,1.0000
0.7803,0.0993,0.0716,1.0000
0.8103,0.1080,0.0308,1.0000
0.7595,0.0952,0.0409,1.0000
0.7518,0.1044,0.0675,1.0000
0.7926,0.0954,0.0516,1.0000
0.7777,0.1008,0.0761,1.0000
0.7809,0.0829,0.0602,1.0000
0.3099,0.0668,0.0668,1.0000
0.3044,0.0582,0.0288,1.0000
0.3359,0.0625,0.0259,1.0000
0.3200,0.0633,0.0543,1.0000
0.3289,0.0578,0.0621,1.0000
0.3133,0.0701,0.0522,1.0000
0.3388,0.0548,0.0616,1.0000
0.3095,0.0564,0.0864,1.0000
0.3187,0.0540,0.0573,1.0000
0.1954,0.0511,0.1058,1.0000
0.1178,0.0480,0.0950,1.0000
0.1758,0.0459,0.0772,1.0000
0.2189,0.0451,0.0578,1.0000
0.1840,0.0572,0.0768,1.0000
0.1878,0.0522,0.0659,1.0000
0.2401,0.0585,0.0755,1.0000
0.2223,0.0637,0.0480,1.0000
0.1577,0.0496,0.0873,1.0000
0.1867,0.0771,0.0998,1.0000
0.1772,0.0533,0.0287,1.0000
0.1860,0.0491,0.0256,1.0000
0.1982,0.0544,0.0452,1.0000
0.1345,0.0630,0.0332,1.0000
0.2331,0.0452,0.0534,1.0000
0.3702,0.0616,0.0620,1.0000
0.4021,0.0479,0.0521,1.0000
0.3868,0.0527,0.0651,1.0000
0.4877,0.0651,0.0123,1.0000
0.4614,0.0581,0.0367,1.0000
0.4445,0.0577,0.0689,1.0000
0.4456,0.0511,0.0490,1.0000
0.4490,0.0523,0.0405,1.0000
0.4458,0.0529,0.0483,1.0000
0.5490,0.0510,0.0587,1.0000
0.5800,0.0615,0.0610,1.0000
0.5728,0.0331,0.0520,1.0000
0.5297,0.0400,0.0860,1.0000
0.5618,0.0303,0.1055,1.0000
0.6591,0.0497,0.0437,1.0000
0.7267,0.0318,0.0787,1.0000
-0.2571,0.0239,0.8081,1.0000
0.7398,0.0300,0.0624,1.0000
0.7633,0.0149,0.0491,1.0000
-0.2850,0.0272,0.8420,1.0000
0.7227,0.0074,0.0782,1.0000
0.8096,0.0295,0.0669,1.0000
-0.1160,0.0168,0.0956,1.0000
-0.1278,0.0094,0.0861,1.0000
0.3515,0.0671,0.0620,1.0000
0.3667,0.0458,0.0251,1.0000
0.3536,0.0537,0.0141,1.0000
0.3742,0.0491,0.0315,1.0000
0.3520,0.0481,0.0278,1.0000
0.2105,0.0470,0.0467,1.0000
0.2363,0.0692,0.0101,1.0000
0.9234,0.0881,0.1556,1.0000
0.8796,0.0705,0.1608,1.0000
0.8825,0.0614,0.1540,1.0000
0.9261,0.0764,0.1391,1.0000
0.9564,0.0868,0.0969,1.0000
0.9828,0.0727,0.1405,1.0000
0.9403,0.0769,0.1725,1.0000
0.9158,0.0701,0.1569,1.0000
0.2561,0.0732,0.0203,1.0000
0.2530,0.0744,0.0149,1.0000
0.2497,0.0645,0.0253,1.0000
0.2353,0.0712,0.0332,1.0000
