0.6295,0.0715,0.0250,1.0000
0.5924,0.0691,0.0333,1.0000
0.6191,0.0427,0.0205,1.0000
0.5537,0.0469,0.0444,1.0000
0.5749,0.0793,0.0498,1.0000
0.5974,0.0502,0.0612,1.0000
0.6025,0.0373,0.0280,1.0000
0.5657,0.0568,0.0543,1.0000
0.5613,0.0558,0.0547,1.0000
1.0575,0.0921,0.0592,1.0000
1.0523,0.0796,0.0423,1.0000
0.9955,0.0855,0.0605,1.0000
1.0460,0.0597,0.0557,1.0000
1.0573,0.0693,0.0568,1.0000
1.0361,0.0973,0.0562,1.0000
-1.2064,-0.0085,0.0002,1.0000
-1.2366,0.0063,-0.0011,1.0000
-1.2369,0.0284,0.0029,1.0000
-1.2525,0.0330,0.0010,1.0000
-1.2163,-0.0041,-0.0001,1.0000
-1.1363,0.0077,-0.0024,1.0000
-1.2203,0.0338,-0.0184,1.0000
-1.2550,0.0243,0.0005,1.0000
-1.2065,0.0218,-0.0035,1.0000
-1.1823,0.0240,-0.0069,1.0000
-1.1265,0.0239,-0.0004,1.0000
-1.2361,0.0160,0.0004,1.0000
-1.2009,0.0104,-0.0002,1.0000
0.2599,0.0999,0.0838,1.0000
0.2649,0.0770,0.0915,1.0000
0.2512,0.0700,0.0878,1.0000
0.2389,0.0806,0.0927,1.0000
0.2587,0.0836,0.0743,1.0000
0.2621,0.0946,0.0803,1.0000
0.2872,0.0736,0.0684,1.0000
0.2567,0.0857,0.0847,1.0000
0.2663,0.0710,0.0889,1.0000
-1.2083,0.0054,1.1272,1.0000
-0.3784,-0.0567,0.0011,1.0000
-1.1118,-0.0001,1.1675,1.0000
-1.2401,0.0351,0.0013,1.0000
-1.2486,0.0621,-0.0156,1.0000
-1.2906,0.0050,0.0123,1.0000
-1.3220,-0.0206,0.0024,1.0000
-1.2656,-0.0089,-0.0138,1.0000
-1.5523,-0.1168,0.0016,1.0000
-1.1965,-0.0077,1.2691,1.0000
-1.4859,-0.0047,0.0062,1.0000
-1.4543,-0.0038,0.0004,1.0000
-1.3547,0.0345,1.1798,1.0000
-1.2023,-0.0277,1.2242,1.0000
-1.4837,0.0233,0.0010,1.0000
-0.3629,0.0317,0.0422,1.0000
-0.3891,0.0183,0.0576,1.0000
-0.3856,0.0250,0.0757,1.0000
-0.3693,0.0305,0.0074,1.0000
-0.3200,0.0522,0.0224,1.0000
-0.4087,0.0563,0.0672,1.0000
-0.3967,0.0291,0.0713,1.0000
-0.3806,0.0317,0.0382,1.0000
-0.3066,0.0455,-0.0095,1.0000
-0.4037,0.0550,0.0478,1.0000
0.5917,0.0282,0.0561,1.0000
0.7075,0.0650,0.1062,1.0000
0.8836,0.0725,0.0224,1.0000
0.6280,0.0670,0.1202,1.0000
0.6704,0.0429,0.0283,1.0000
0.5272,0.0398,0.0835,1.0000
1.1289,0.1068,0.1084,1.0000
0.6415,0.0658,0.0152,1.0000
0.7160,0.0557,0.0512,1.0000
0.5630,0.0296,0.0612,1.0000
0.7850,0.0736,0.0106,1.0000
0.7502,0.0642,-0.0037,1.0000
-1.0536,0.9928,-0.0054,1.0000
-0.2198,-0.0019,0.3095,1.0000
-0.2007,-0.0003,0.3216,1.0000
-0.2139,0.0083,0.3188,1.0000
-0.2189,0.0101,0.2943,1.0000
-0.2022,0.0020,0.2894,1.0000
-0.1930,0.0191,0.3560,1.0000
-0.2690,0.0003,0.3531,1.0000
-0.2178,-0.0023,0.3040,1.0000
0.5090,0.0320,0.0138,1.0000
0.5055,0.0242,0.0258,1.0000
0.5406,0.0347,0.0207,1.0000
-0.5776,-0.0649,0.0967,1.0000
-0.6214,-0.0672,0.0887,1.0000
-0.5734,-0.0571,0.1127,1.0000
-0.5474,-0.2815,0.1097,1.0000
-0.5427,-0.0472,0.1129,1.0000
-0.5918,-0.3126,0.0922,1.0000
-0.6269,-0.0618,0.1234,1.0000
-0.5638,-0.0085,0.1150,1.0000
-0.5591,-0.0064,0.1179,1.0000
-0.5749,-0.3118,0.0835,1.0000
0.2020,0.0450,0.0797,1.0000
0.2581,0.0479,0.0327,1.0000
0.2466,0.0743,0.0542,1.0000
0.2383,0.0453,0.0707,1.0000
0.4397,0.0460,0.0438,1.0000
0.4814,0.0666,0.0157,1.0000
0.3748,0.0521,0.0179,1.0000
0.3480,0.0468,0.0259,1.0000
0.3302,0.0457,0.0379,1.0000
0.3376,0.0521,0.0295,1.0000
0.3126,0.0552,0.0460,1.0000
0.3191,0.0484,0.1198,1.0000
0.3378,0.0494,0.0603,1.0000
0.0945,0.0455,0.0897,1.0000
-0.1194,0.0527,0.0620,1.0000
-0.0873,0.0653,0.0691,1.0000
-0.1595,0.0227,0.1018,1.0000
-0.1107,0.0284,0.1153,1.0000
-0.1273,0.0319,0.0888,1.0000
-0.1589,0.0237,0.1346,1.0000
-0.1432,0.0273,0.1201,1.0000
-0.1476,0.0238,0.0993,1.0000
0.3347,0.0659,0.0140,1.0000
-0.2891,0.0161,0.0883,1.0000
-0.2974,0.0127,0.1277,1.0000
-0.1936,0.0194,0.0826,1.0000
-0.2281,0.0092,0.0894,1.0000
-0.2790,0.0263,0.0704,1.0000
-0.2732,0.0133,0.0749,1.0000
-0.2522,0.0374,0.0954,1.0000
-0.1573,0.0144,0.0003,1.0000
-0.2360,0.0084,0.0934,1.0000
-0.2480,0.0273,0.0843,1.0000
-0.2395,0.0192,0.1008,1.0000
-0.2412,0.0279,0.0959,1.0000
-0.2233,0.0108,0.0703,1.0000
-0.2252,0.0093,0.0707,1.0000
-0.2797,0.0253,0.0850,1.0000
-0.4881,0.1418,0.0146,1.0000
-0.4584,0.1993,0.0264,1.0000
-0.4766,0.1287,0.0069,1.0000
0.5033,0.0348,0.0330,1.0000
0.5318,0.0276,-0.0029,1.0000
0.4871,0.0495,0.0270,1.0000
0.5011,0.0396,0.0252,1.0000
0.4968,0.0688,0.0282,1.0000
-0.1228,-0.0750,0.1753,1.0000
-0.0727,-0.0264,0.2168,1.0000
-0.1088,-0.0551,0.2094,1.0000
-0.0934,-0.0659,0.1852,1.0000
-0.0570,-0.0546,0.2104,1.0000
-0.1089,-0.0616,0.2156,1.0000
-0.1068,-0.0064,0.1971,1.0000
-0.0543,-0.0525,0.1674,1.0000
-0.1069,-0.0323,0.2183,1.0000
-0.0675,-0.0451,0.2018,1.0000
0.0780,0.1552,-0.0014,1.0000
-0.1611,-0.0422,0.2152,1.0000
0.0521,-0.0430,0.2022,1.0000
-0.3775,-0.1879,0.2116,1.0000
-0.1079,-0.1476,0.0254,1.0000
-0.2260,-0.2174,0.1117,1.0000
-0.2348,-0.2149,0.0918,1.0000
-0.2457,-0.1399,0.0308,1.0000
-0.2648,-0.0577,0.0464,1.0000
-0.2423,-0.0712,0.0177,1.0000
-0.2070,-0.2070,0.0490,1.0000
-0.2326,-0.2740,0.0691,1.0000
-0.1898,-0.1353,0.0058,1.0000
-0.2336,-0.0693,0.0422,1.0000
-0.1915,-0.2394,0.0375,1.0000
-0.2567,-0.1748,0.0422,1.0000
-0.2397,-0.2078,0.1033,1.0000
0.2492,-0.0484,0.0500,1.0000
0.2378,-0.0270,0.0688,1.0000
0.2505,-0.0348,0.0410,1.0000
0.5576,0.0795,0.1088,1.0000
0.5454,0.0536,0.0954,1.0000
0.5425,0.0455,0.1209,1.0000
0.5605,0.0509,0.1118,1.0000
0.5315,0.0808,0.0912,1.0000
0.5554,0.0390,0.1175,1.0000
0.5162,0.0457,0.1008,1.0000
0.5466,0.0366,0.1249,1.0000
0.5192,0.0576,0.1343,1.0000
0.5233,0.0438,0.1113,1.0000
0.5397,0.0917,0.0826,1.0000
0.2430,0.0576,0.0440,1.0000
0.2282,0.0562,0.0469,1.0000
-0.1451,-0.0020,0.0950,1.0000
0.4169,0.0497,0.0346,1.0000
0.3868,0.0496,0.0494,1.0000
0.4043,0.0478,0.0504,1.0000
0.4109,0.0709,0.0262,1.0000
0.3952,0.0568,0.0403,1.0000
0.3747,0.0686,0.0324,1.0000
0.4842,0.0472,0.0431,1.0000
0.4714,0.0494,0.0479,1.0000
0.5066,0.0288,0.0278,1.0000
0.5133,0.0298,0.0233,1.0000
0.4890,0.0503,0.0456,1.0000
0.5073,0.0550,0.0493,1.0000
-0.3538,-0.1332,0.0681,1.0000
-0.3446,-0.0337,0.0937,1.0000
0.2448,-0.1195,0.0693,1.0000
-0.3170,-0.1122,0.0661,1.0000
-0.3287,-0.1475,0.0633,1.0000
-0.3393,-0.0725,0.0902,1.0000
-0.2908,-0.1010,0.0534,1.0000
-0.3232,-0.1395,0.0691,1.0000
-0.3488,-0.1293,0.0516,1.0000
-0.2505,-0.2549,0.0244,1.0000
-0.3180,-0.0948,0.0838,1.0000
0.3569,0.0629,0.0681,1.0000
0.3557,0.0466,0.0718,1.0000
0.3970,0.0538,0.0924,1.0000
0.3865,0.0816,0.0809,1.0000
0.3889,0.0474,0.0935,1.0000
0.4449,0.0700,0.0890,1.0000
-0.5192,0.0465,0.1582,1.0000
0.0673,0.0570,0.1139,1.0000
0.4301,0.0574,0.0581,1.0000
0.4503,0.0557,0.0500,1.0000
0.4760,0.0520,0.0493,1.0000
0.4149,0.0808,0.0704,1.0000
0.4724,0.0517,0.0338,1.0000
0.4947,0.0732,0.0117,1.0000
-0.5920,0.0783,0.0904,1.0000
-0.5909,0.0959,0.1725,1.0000
-0.5736,0.1026,0.1542,1.0000
-0.5934,0.1064,0.2385,1.0000
-0.6737,0.0755,0.1862,1.0000
-0.6404,0.1007,0.0774,1.0000
-0.5577,0.0844,0.0905,1.0000
-0.5335,0.0732,0.0744,1.0000
-0.5977,0.0792,0.2128,1.0000
-0.5766,0.0810,0.2244,1.0000
0.4098,0.0528,0.0040,1.0000
0.4164,0.0645,0.0369,1.0000
0.2816,0.0629,0.0001,1.0000
0.2707,0.0595,0.0016,1.0000
0.3035,0.0637,0.0848,1.0000
-0.1484,0.0443,0.0974,1.0000
-0.5520,0.0134,1.9912,1.0000
0.8963,0.0507,0.0937,1.0000
0.9451,0.0581,0.1049,1.0000
1.0055,0.0577,0.0678,1.0000
0.8979,0.0506,0.1059,1.0000
-0.1104,0.0367,0.0328,1.0000
-0.1313,0.0630,0.0541,1.0000
-0.1201,0.0206,0.0340,1.0000
-0.1206,0.0382,0.0229,1.0000
-0.0916,0.0309,0.0171,1.0000
-0.1052,0.0283,0.0167,1.0000
0.2838,0.0457,0.0657,1.0000
0.1481,0.0356,0.2061,1.0000
0.1488,0.0359,0.2334,1.0000
0.1897,0.0354,0.2345,1.0000
0.1382,0.0338,0.2563,1.0000
0.1647,0.0252,0.2114,1.0000
0.1467,0.0245,0.2040,1.0000
0.1434,0.0296,0.2312,1.0000
0.1854,0.0416,0.2153,1.0000
0.1766,0.0359,0.2231,1.0000
0.1593,0.0296,0.2062,1.0000
0.1270,0.0349,0.2210,1.0000
0.1525,0.0287,0.2196,1.0000
0.1800,0.0368,0.2537,1.0000
0.1620,0.0322,0.2154,1.0000
-0.1107,0.0284,0.1153,1.0000
-0.0861,0.0279,0.0852,1.0000
-0.1273,0.0319,0.0888,1.0000
-0.1589,0.0237,0.1346,1.0000
-0.1432,0.0273,0.1201,1.0000
-0.1476,0.0238,0.0993,1.0000
0.7521,0.0833,0.0588,1.0000
0.7916,0.0789,0.0533,1.0000
0.7654,0.0761,0.1018,1.0000
0.7738,0.0793,0.0546,1.0000
0.8059,0.0934,0.0470,1.0000
0.7677,0.0879,0.0730,1.0000
0.7644,0.0909,0.0716,1.0000
0.7804,0.0774,0.0390,1.0000
0.7873,0.0799,0.0534,1.0000
0.2725,0.0428,0.0789,1.0000
0.2550,0.0510,0.0920,1.0000
0.2788,0.0506,0.0828,1.0000
0.4226,0.0604,0.0776,1.0000
0.4623,0.0663,0.0303,1.0000
0.5179,0.0788,0.0398,1.0000
0.4527,0.0601,0.0504,1.0000
0.4211,0.0596,0.0843,1.0000
0.4072,0.0709,0.0679,1.0000
0.4025,0.0677,0.0609,1.0000
0.4570,0.0564,0.0062,1.0000
0.3679,-0.2397,0.0344,1.0000
0.3882,-0.2621,0.0438,1.0000
0.3217,-0.1921,0.0543,1.0000
0.3663,-0.2055,0.0482,1.0000
0.3183,-0.2829,0.0636,1.0000
0.3210,-0.2486,0.0604,1.0000
0.3528,-0.2564,0.0432,1.0000
0.2807,0.0675,0.1265,1.0000
0.2376,0.0509,0.1433,1.0000
0.2469,0.0576,0.1405,1.0000
0.2366,0.0521,0.1386,1.0000
0.2392,0.0602,0.1474,1.0000
0.2373,0.1158,0.1574,1.0000
0.2394,0.0993,0.1513,1.0000
0.2378,0.0429,0.1151,1.0000
0.2508,0.0591,0.1165,1.0000
0.2470,0.0545,0.1419,1.0000
0.0489,0.0511,0.0947,1.0000
0.1071,0.0579,0.0521,1.0000
0.2822,0.0493,0.0223,1.0000
0.3098,0.0554,0.0505,1.0000
0.2486,0.0531,0.0533,1.0000
0.1836,0.0731,0.0636,1.0000
